BGC_ID,num_compounds,compounds,num_activity,activity,any_known_activity
BGC0001800,1,theonellamide,0,,FALSE
BGC0001801,5,thiazostatin;watasemycin A;watasemycin B;2-hydroxyphenylthiazoline enantiopyochelin;isopyochelin,2,antibacterial;antifungal,TRUE
BGC0001802,2,thioholgamide A;thioholgamide B,1,cytotoxic,TRUE
BGC0001806,1,tolaasin A,0,,FALSE
BGC0001807,2,totopotensamide A;totopotensamide B,0,,FALSE
BGC0001808,1,toyocamycin,2,antifungal;cytotoxic,TRUE
BGC0001809,1,trans-aconitic acid,0,,FALSE
BGC0001810,1,trehangelin,0,,FALSE
BGC0001811,1,trichodiene-11-one,0,,FALSE
BGC0001812,1,tylactone,0,,FALSE
BGC0001813,1,tyrobetaine,0,,FALSE
BGC0001814,1,ulleungmycin,1,antibacterial,TRUE
BGC0001816,1,valactamide A,0,,FALSE
BGC0001817,1,vancosamine,2,antibacterial;antifungal,TRUE
BGC0001818,1,vazabitide A,0,,FALSE
BGC0001819,1,venemycin,0,,FALSE
BGC0001820,1,verticillin,0,,FALSE
BGC0001822,4,vioprolide A;vioprolide B;vioprolide C;vioprolide D,0,,FALSE
BGC0001823,1,weishanmycin,0,,FALSE
BGC0001824,1,xefoampeptides A-G,0,,FALSE
BGC0001825,1,xenematide,0,,FALSE
BGC0001826,1,xeneprotides A-C,0,,FALSE
BGC0001827,1,xenovulene A,0,,FALSE
BGC0001828,1,griseochelin,2,antibacterial;antiviral,TRUE
BGC0001829,1,"α,β-epoxyketone",1,cytotoxic,TRUE
BGC0001830,3,rosamicin;salinipyrone A;pacificanone A,0,,FALSE
BGC0001831,2,alkylpyrone-407;alkylpyrone-393,0,,FALSE
BGC0001833,2,icosalide A;icosalide B,4,antibacterial;antifungal;biofilm;swarming motility,TRUE
BGC0001834,1,argyrin,3,antibacterial;cytotoxic;immunomodulatory,TRUE
BGC0001835,1,gynuellalide,0,,FALSE
BGC0001836,3,tartrolon D;tartrolon F;tartrolon G,1,antibacterial,TRUE
BGC0001837,1,leptolyngbyalide,0,,FALSE
BGC0001838,1,WLIP,2,antibacterial;antifungal,TRUE
BGC0001839,1,squalestatin S1,2,antifungal;inhibitor,TRUE
BGC0001840,1,detoxin S1,0,,FALSE
BGC0001841,3,detoxin P1;detoxin P2;detoxin P3,0,,FALSE
BGC0001842,1,gacamide A,2,antibacterial;surfactant,TRUE
BGC0001843,1,tridecaptin M,0,,FALSE
BGC0001844,1,holrhizin,1,surfactant,TRUE
BGC0001845,1,alpiniamide,0,,FALSE
BGC0001846,2,valinomycin;montanastatin,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001847,1,1-carbapen-2-em-3-carboxylic acid,0,,FALSE
BGC0001848,2,diazaquinomycin H;diazaquinomycin J,1,antibacterial,TRUE
BGC0001849,4,thiovarsolin A;thiovarsolin B;thiovarsolin C;thiovarsolin D,1,cytotoxic,TRUE
BGC0001850,4,diazaquinomycin A;diazaquinomycin E;diazaquinomycin F;diazaquinomycin G,2,antibacterial;cytotoxic,TRUE
BGC0001851,1,komodoquinone B,1,cytotoxic,TRUE
BGC0001852,1,komodoquinone B,1,cytotoxic,TRUE
BGC0001853,2,largimiycin 38;largimycin 39,0,,FALSE
BGC0001854,1,tricholignan A,1,iron reducing,TRUE
BGC0001856,4,caniferolide A;caniferolide B;caniferolide C;caniferolide D,2,antifungal;cytotoxic,TRUE
BGC0001857,1,burnettramic acid A,1,antibacterial,TRUE
BGC0001858,5,alternapyrone B;alternapyrone C;alternapyrone D;alternapyrone E;alternapyrone F,0,,FALSE
BGC0001859,1,fosfomycin,1,antibacterial,TRUE
BGC0001860,1,thiomuracin,1,antibacterial,TRUE
BGC0001861,1,bacillicin BAG2O,1,antibacterial,TRUE
BGC0001862,1,pallidocin,1,antibacterial,TRUE
BGC0001863,1,bacillicn CER074,1,antibacterial,TRUE
BGC0001864,1,listeriocytocin,0,,FALSE
BGC0001865,1,elsinochrome C,1,cytotoxic,TRUE
BGC0001866,1,viriditoxin,2,antibacterial;cytotoxic,TRUE
BGC0001867,1,prochlorosins,0,,FALSE
BGC0001868,1,iodinin,2,antibacterial;cytotoxic,TRUE
BGC0001869,6,griseoluteic acid;demethoxygriseoluteic acid;phenaszentine A;phenaszentine C;phenaszenketide C;phenaszenketide D,1,antibacterial,TRUE
BGC0001870,2,putrebactin;avaroferrin,0,,FALSE
BGC0001872,1,fabclavine-polyamine,1,antibacterial,TRUE
BGC0001873,1,pyrrolizixenamide A,0,,FALSE
BGC0001874,1,cyclopiazonic acid,2,cytotoxic;inhibitor,TRUE
BGC0001875,1,nargenicin A1,1,antibacterial,TRUE
BGC0001876,1,thalassospiramide A,0,,FALSE
BGC0001877,1,cyphomycin,2,anthelmintic;antifungal,TRUE
BGC0001878,2,detoxin N2;detoxin N3,0,,FALSE
BGC0001879,1,type R and F tailocins,1,antibacterial,TRUE
BGC0001880,1,scytodecamide,0,,FALSE
BGC0001881,1,pyrichalasin H,3,cytotoxic;phytotoxic;signalling,TRUE
BGC0001882,3,chrysoxanthone A;chrysoxanthone B;chrysoxanthone C,0,,FALSE
BGC0001884,4,aranazole A;aranazole B;aranazole C;aranazole D,0,,FALSE
BGC0001885,1,oxazolepoxidomycin A,0,,FALSE
BGC0001886,1,secalonic acids,0,,FALSE
BGC0001887,1,huazacin,0,,FALSE
BGC0001888,3,mannosylerythritol lipid A;mannosylerythritol lipid B;mannosylerythritol lipid C,0,,FALSE
BGC0001889,1,fusilassin,0,,FALSE
BGC0001890,4,amphi-enterobactin 1;amphi-enterobactin 2;amphi-enterobactin 3;amphi-enterobactin 4,0,,FALSE
BGC0001891,1,closthioamide,0,,FALSE
BGC0001892,1,botcinic acid,0,,FALSE
BGC0001893,1,abscisic acid,0,,FALSE
BGC0001894,1,heteropolysaccharide (HePS),0,,FALSE
BGC0001895,3,huanglongmycin A;huanglongmycin B;huanglongmycin C,2,antibacterial;cytotoxic,TRUE
BGC0001896,1,carbazomycin B,2,antibacterial;antifungal,TRUE
BGC0001897,1,cepacin A,1,biofilm,TRUE
BGC0001899,1,abscisic acid,0,,FALSE
BGC0001902,1,bengamide,0,,FALSE
BGC0001903,1,neocarazostatin A,0,,FALSE
BGC0001904,1,fluostatin,0,,FALSE
BGC0001905,1,violapyrone B,1,antiviral,TRUE
BGC0001906,1,naphthalene,0,,FALSE
BGC0001907,1,chromane,0,,FALSE
BGC0001909,1,strobilurin A,0,,FALSE
BGC0001910,1,cyslabdan,1,antibacterial,TRUE
BGC0001911,1,raimonol,0,,FALSE
BGC0001913,1,phomoidride,0,,FALSE
BGC0001917,2,"5-alkyl-1,2,3,4-tetrahydroquinolines;streptoaminals",1,antifungal,TRUE
BGC0001918,1,JBIR-06,0,,FALSE
BGC0001919,1,neoantimycin,1,cytotoxic,TRUE
BGC0001920,1,siamycin I,2,antibacterial;antiviral,TRUE
BGC0001922,1,isoindolinomycin,2,antibacterial;cytotoxic,TRUE
BGC0001923,1,ascochlorin,0,,FALSE
BGC0001924,1,ascofuranone,0,,FALSE
BGC0001925,3,altemicidin;SB-203207;SB-203208,1,cytotoxic,TRUE
BGC0001926,1,chrodrimanin B,0,,FALSE
BGC0001927,1,A-94964,1,antibacterial,TRUE
BGC0001928,1,"(2R,3S,4S)-5-fluoro-2,3,4-trihydroxypentanoic acid",0,,FALSE
BGC0001929,1,WGK,0,,FALSE
BGC0001931,1,carrimycin,0,,FALSE
BGC0001934,1,armeniaspirols,1,antibacterial,TRUE
BGC0001937,1,tubercidin,2,antiprotozoal;cytotoxic,TRUE
BGC0001938,1,entotheonella,0,,FALSE
BGC0001940,2,pyxidicycline A;pyxidicycline B,0,,FALSE
BGC0001941,2,fulvuthiacene A;fulvuthiacene B,0,,FALSE
BGC0001942,1,malonomycin,0,,FALSE
BGC0001944,1,funisamine,0,,FALSE
BGC0001945,1,chloromyxamide,0,,FALSE
BGC0001947,1,K53 capsular polysaccharide,0,,FALSE
BGC0001948,2,naseseazine C;C3-aryl pyrroloindolines,0,,FALSE
BGC0001949,1,domoic acid,0,,FALSE
BGC0001950,2,puwainaphycin F;minutissamide A,1,surfactant,TRUE
BGC0001951,2,puwainaphycin F;minutissamide A,1,surfactant,TRUE
BGC0001952,3,minutissamide A;minutissamide C;minutissamide D,0,,FALSE
BGC0001953,5,puwainaphycin F;minutissamide A;minutissamide B;minutissamide C;minutissamide D,1,surfactant,TRUE
BGC0001954,2,wortmanamide A;wortmanamide B,0,,FALSE
BGC0001955,4,keratinimicin A;keratinimicin B;keratinimicin C;keratinimicin D,0,,FALSE
BGC0001956,2,miharamycin A;miharamycin B,0,,FALSE
BGC0001957,1,amipurimycin,1,antifungal,TRUE
BGC0001959,2,taylorflavin A;taylorflavin B,1,antibacterial,TRUE
BGC0001960,1,hiroshidine,0,,FALSE
BGC0001962,2,hierridin B;hierridin C,0,,FALSE
BGC0001963,1,catenulisporolides,0,,FALSE
BGC0001964,2,alkylpyrone-407;alkylpyrone-393,0,,FALSE
BGC0001965,1,nybomycin,2,antibacterial;antiviral,TRUE
BGC0001966,1,BII-rafflesfungin,0,,FALSE
BGC0001967,1,acyldepsipeptide 1,3,antibacterial;antifungal;cytotoxic,TRUE
BGC0001968,2,cadaside A;cadaside B,0,,FALSE
BGC0001969,1,asperterpenoid A,0,,FALSE
BGC0001970,1,malyngamide C acetate,0,,FALSE
BGC0001971,1,malyngamide I,0,,FALSE
BGC0001972,2,toxoflavin;fervenulin,3,anthelmintic;antibacterial;antifungal,TRUE
BGC0001974,1,kainic acid,0,,FALSE
BGC0001975,1,atratumycin,1,antibacterial,TRUE
BGC0001976,1,eupenifeldin,0,,FALSE
BGC0001979,1,LL-D49194α1 (LLD),1,cytotoxic,TRUE
BGC0001980,1,lokisin,0,,FALSE
BGC0001983,1,triacsin C,0,,FALSE
BGC0001984,2,sarpeptin A;sarpeptin B,0,,FALSE
BGC0001985,1,pyrazofurin,1,antiviral,TRUE
BGC0001986,1,purincyclamide,0,,FALSE
BGC0001987,4,koreenceine A;koreenceine B;koreenceine C;koreenceine D,0,,FALSE
BGC0001988,1,neosartorin,0,,FALSE
BGC0001989,1,pulcherrimin,0,,FALSE
BGC0001990,5,BU-4704;xanthocillin-X monomethylether;melanocin E;melanocin F;fumiformamide,0,,FALSE
BGC0001991,8,toblerol A;toblerol B;toblerol C;toblerol D;toblerol E;toblerol F;toblerol G;toblerol H,0,,FALSE
BGC0001992,1,thioguanine,0,,FALSE
BGC0001994,1,β-ethynylserine,1,antibacterial,TRUE
BGC0001995,1,heptelidic acid,0,,FALSE
BGC0001996,2,oryzine A;oryzine B,0,,FALSE
BGC0001997,1,capsidiol,0,,FALSE
BGC0001998,3,aspernidgulene A1;aspernidgulene A2;aspernidgulene B1,0,,FALSE
BGC0001999,1,gramibactin,0,,FALSE
BGC0002000,1,setomimycin,2,antibacterial;cytotoxic,TRUE
BGC0002001,1,crochelin A,0,,FALSE
BGC0002002,2,"1,6-phenazinedimethanol;fontizine A",0,,FALSE
BGC0002004,1,methanobactin,0,,FALSE
BGC0002005,1,RaxX,0,,FALSE
BGC0002006,1,albusnodin,0,,FALSE
BGC0002007,2,atolypene A;atolypene B,0,,FALSE
BGC0002008,1,aryl polyenes,0,,FALSE
BGC0002009,3,kanglemycin A;kanglemycin V1;kanglemycin V2,1,antibacterial,TRUE
BGC0002010,5,streptophenazine B;streptophenazine C;streptophenazine F;streptophenazine G;streptophenazine H,1,antibacterial,TRUE
BGC0002011,1,ansacarbamitocin A,0,,FALSE
BGC0002012,2,julichrome Q3-3;julichrome Q3-5,1,antibacterial,TRUE
BGC0002013,1,curacozole,1,cytotoxic,TRUE
BGC0002014,1,pepticinnamin E,0,,FALSE
BGC0002015,1,aborycin,1,antibacterial,TRUE
BGC0002016,1,lugdunomycin,0,,FALSE
BGC0002017,1,potensibactin,0,,FALSE
BGC0002018,1,azomycin,0,,FALSE
BGC0002019,8,tiancilactone A;tiancilactone B;tiancilactone C;tiancilactone D;tiancilactone E;tiancilactone F;tiancilactone G;tiancilactone H,0,,FALSE
BGC0002020,1,photolose,0,,FALSE
BGC0002021,3,fogacin;fogacin B;fogacin C,0,,FALSE
BGC0002022,3,armeniaspirol A;armeniaspirol B;armeniaspirol C,1,antibacterial,TRUE
BGC0002024,1,nargenicin,0,,FALSE
BGC0002025,1,thaxteramide C,1,surfactant,TRUE
BGC0002026,4,thaxteramide A1;thaxteramide A2;thaxteramide B1;thaxteramide B2,0,,FALSE
BGC0002028,1,frigocyclinone,2,antibacterial;cytotoxic,TRUE
BGC0002031,1,kitasetaline,0,,FALSE
BGC0002032,1,pentamycin,2,antifungal;antiprotozoal,TRUE
BGC0002033,1,spiramycin,2,antibacterial;antiprotozoal,TRUE
BGC0002034,3,perquinoline A;perquinoline B;perquinoline C,0,,FALSE
BGC0002035,3,ilicicolin H;ilicicolin J;8-epi-ilicicolin H,0,,FALSE
BGC0002036,1,dehydrofosmidomycin,1,antibacterial,TRUE
BGC0002037,2,azetidomonamide A;azetidomonamide B,0,,FALSE
BGC0002038,1,nigericin,0,,FALSE
BGC0002039,2,coformycin;formycin A,0,,FALSE
BGC0002040,2,coformycin;formycin A,0,,FALSE
BGC0002042,3,anthelvencin A;anthelvencin B;anthelvencin C,1,anthelmintic,TRUE
BGC0002043,2,cittilin A;cittilin B,0,,FALSE
BGC0002044,1,empedopeptin,0,,FALSE
BGC0002045,1,persiamycin A,2,antibacterial;cytotoxic,TRUE
BGC0002046,1,lobatamide A,1,cytotoxic,TRUE
BGC0002047,2,brasiliquinone A;brasiliquinone B,0,,FALSE
BGC0002048,2,endopyrrole B;endopyrrole A,0,,FALSE
BGC0002049,7,microviridin N9;microviridin N8;microviridin N7;microviridin N6;microviridin N5;microviridin N4;microviridin N3,0,,FALSE
BGC0002050,4,necroxime A;necroxime B;necroxime C;necroxime D,1,cytotoxic,TRUE
BGC0002051,1,antipain,0,,FALSE
BGC0002052,1,ectoine,1,cell protectant,TRUE
BGC0002053,1,ulleungdin,1,anticancer,TRUE
BGC0002054,1,amipurimycin,0,,FALSE
BGC0002055,1,mycalamide A,1,cytotoxic,TRUE
BGC0002056,1,peloruside A,1,cytotoxic,TRUE
BGC0002058,1,mutanocyclin,0,,FALSE
BGC0002059,2,spliceostatin L;spliceostatin M,1,cytotoxic,TRUE
BGC0002060,1,secimide,0,,FALSE
BGC0002061,2,nostopeptolide A1;nostopeptolide 1052,1,signalling,TRUE
BGC0002062,2,agnestin A;agnestin B,0,,FALSE
BGC0002063,3,cryptosporioptide B;cryptosporioptide A;cryptosporioptide C,1,antibacterial,TRUE
BGC0002064,2,felipeptin A2;felipeptin A1,0,,FALSE
BGC0002066,1,harzianopyridone,2,antifungal;inhibitor,TRUE
BGC0002067,1,atpenin B,3,antibacterial;antifungal;inhibitor,TRUE
BGC0002068,1,labrenzin,1,cytotoxic,TRUE
BGC0002069,2,styrolide A;styrolide B,1,signalling,TRUE
BGC0002070,2,SEK90;pentangumycin,0,,FALSE
BGC0002071,4,virginiafactin A;virginiafactin B;virginiafactin C;virginiafactin D,0,,FALSE
BGC0002072,4,linearmycin A;linearmycin B;linearmycin C;linearmycin C,2,antibacterial;antifungal,TRUE
BGC0002073,1,dehydroxynocardamine,1,siderophore,TRUE
BGC0002074,1,huascopeptin,0,,FALSE
BGC0002075,5,pyreudione A;pyreudione B;pyreudione C;pyreudione D;pyreudione E,2,antibacterial;cytotoxic,TRUE
BGC0002076,2,"4,5-didehydroacaterin;acaterin",1,inhibitor,TRUE
BGC0002078,1,omnipeptin,0,,FALSE
BGC0002079,1,omnipeptin,0,,FALSE
BGC0002080,5,stieleriacine A1;stieleriacine A2;stieleriacine B1;stieleriacine B2;stieleriacine C,0,,FALSE
BGC0002081,6,streptoketide A;streptoketide B;streptoketide C;S2502;S2507;UWM5,1,antiviral,TRUE
BGC0002082,3,sesbanimide C;sesbanimide F;sesbanimide E,1,cytotoxic,TRUE
BGC0002083,2,gladiofungin A;gladiofungin B,2,antifungal;cytotoxic,TRUE
BGC0002084,2,biarylitide YYH;biarylitide YFH,0,,FALSE
BGC0002085,4,everninomicin D;everninomicin E;everninomicin G;everninomicin F,2,antibacterial;inhibitor,TRUE
BGC0002086,1,rosamicin,1,antibacterial,TRUE
BGC0002087,1,gladiostatin A,1,antifungal,TRUE
BGC0002088,1,everninomicin A,1,antibacterial,TRUE
BGC0002089,4,thaxtomin D;thaxtomin A;thaxtomin C;thaxtomin B,0,,FALSE
BGC0002090,2,undecylprodigiosin;metacycloprodigiosin,2,antimalarial;cytotoxic,TRUE
BGC0002091,1,holomycin,2,antibacterial;inhibitor,TRUE
BGC0002092,6,stechlisin B2;stechlisin C3;stechlisin D3;tensin;stechlisin E2;stechlisin F,2,antibacterial;antifungal,TRUE
BGC0002093,1,ilicicolin H,0,,FALSE
BGC0002095,2,leupeptin Pr;leupeptin Ac,1,inhibitor,TRUE
BGC0002096,1,tetrachlorizine,0,,FALSE
BGC0002097,1,kosinostatin,2,antibacterial;cytotoxic,TRUE
BGC0002098,1,ECO-0501,0,,FALSE
BGC0002099,1,biarylite-YFH,0,,FALSE
BGC0002100,1,colibrimycin,0,,FALSE
BGC0002101,3,heronamide C;heronamide A;heronamide B,2,antifungal;cytotoxic,TRUE
BGC0002102,1,pladienolide B,0,,FALSE
BGC0002103,1,pulcherriminic acid,0,,FALSE
BGC0002104,2,eurocidin D;eurocidin E,1,antifungal,TRUE
BGC0002105,1,lucensomycin,1,antifungal,TRUE
BGC0002106,1,rimocidin,1,antifungal,TRUE
BGC0002107,2,fabrubactin A;fabrubactin B,0,,FALSE
BGC0002108,1,cinnapeptin,0,,FALSE
BGC0002109,6,kitacinnamycin A;kitacinnamycin B;kitacinnamycin C;kitacinnamycin D;kitacinnamycin E;kitacinnamycin F,0,,FALSE
BGC0002110,1,birimositide,1,antibacterial,TRUE
BGC0002111,2,andalusicin A;andalusicin B,1,antibacterial,TRUE
BGC0002114,7,sandarazol A;sandarazol C;sandarazol E;sandarazol G;sandarazol B;sandarazol D;sandarazol F,1,antibacterial,TRUE
BGC0002115,1,streptamidine,0,,FALSE
BGC0002116,1,darobactin A,1,antibacterial,TRUE
BGC0002117,4,potashchelin A;potashchelin B;potashchelin C;potashchelin D,0,,FALSE
BGC0002118,5,palmerolide A;palmerolide B;palmerolide C;palmerolide F;palmerolide G,2,cytotoxic;inhibitor,TRUE
BGC0002119,2,palmerolide D;palmerolide H,2,cytotoxic;inhibitor,TRUE
BGC0002120,1,nocathioamide A,0,,FALSE
BGC0002122,1,gramicidin S,0,,FALSE
BGC0002123,12,pseudovibriamide A1;pseudovibriamide B1;pseudovibriamide A2;pseudovibriamide A3;pseudovibriamide A4;pseudovibriamide B2;pseudovibriamide A5;pseudovibriamide A6;pseudovibriamide B3;pseudovibriamide B4;pseudovibriamide B6;pseudovibriamide B5,0,,FALSE
BGC0002124,1,SF2487,1,antibacterial,TRUE
BGC0002125,1,FR900359,1,signalling,TRUE
BGC0002126,1,hypeptin,1,antibacterial,TRUE
BGC0002127,2,"flaviolin;1,3,6,8-tetrahydroxynaphthalene",0,,FALSE
BGC0002128,1,5-dimethylallylindole-3-acetonitrile,0,,FALSE
BGC0002129,2,metathramycin;premetathramycin,2,antibacterial;cytotoxic,TRUE
BGC0002130,1,cacaoidin,1,antibacterial,TRUE
BGC0002131,1,aurantoside A,2,antifungal;cytotoxic,TRUE
BGC0002132,1,group 1 methanobactin,0,,FALSE
BGC0002133,1,group 1 methanobactin,0,,FALSE
BGC0002134,4,leupeptin A;leupeptin B;leupeptin D;leupeptin C,1,inhibitor,TRUE
BGC0002135,1,bovienimide A,0,,FALSE
BGC0002137,3,mutaxanthene A;mutaxanthene B;mutaxanthene C,0,,FALSE
BGC0002138,3,fuelimycin A;fuelimicin B;fuelimicin C,0,,FALSE
BGC0002139,3,burnettiene A;preburnettiene B;preburnettiene A,2,antibacterial;cytotoxic,TRUE
BGC0002140,2,galtamycin C;galtamycin D,0,,FALSE
BGC0002141,1,trioxacarcin A,2,antibacterial;cytotoxic,TRUE
BGC0002142,2,gargantulide B;gargantulide C,0,,FALSE
BGC0002143,1,griseusin,0,,FALSE
BGC0002144,1,phazolicin,1,antibacterial,TRUE
BGC0002146,1,FR901483,0,,FALSE
BGC0002147,3,bohemamine A;bohemamine B;bohemamine C,0,,FALSE
BGC0002148,1,guanitoxin,0,,FALSE
BGC0002149,3,"14-(N,N-dimethylleucyloxy)paspalinine;14-(leucyloxy)paspalinine;14-hydroxypaspalinine",0,,FALSE
BGC0002150,1,triculamin,0,,FALSE
BGC0002151,1,alboverticillin,0,,FALSE
BGC0002152,1,toxoflavin,0,,FALSE
BGC0002153,1,lasonolide A,0,,FALSE
BGC0002154,2,"1,3,5,8-tetrahydroxynapthalene;1-(alpha-l-(2-O-methyl)-6-deoxymannopyranosyloxy)-3,6,8-trimethoxynaphthalene",0,,FALSE
BGC0002155,3,nectriapyrone C;nectriapyrone D;nectriapyrone,0,,FALSE
BGC0002157,1,(-)-ditryptophenaline,0,,FALSE
BGC0002158,1,tenuazonic acid,0,,FALSE
BGC0002160,3,aspergillicin A;aspergillicin F;aspergillicin G,0,,FALSE
BGC0002161,2,scytalone;T3HN,0,,FALSE
BGC0002162,6,sesterfisherol;sesterfisheric acid;compound 6;compound 7a;compound 5;compound 8,0,,FALSE
BGC0002163,4,fusatin;fusatinic acid;8-oxo-fusatin;8-oxo-isopentenyladenine,0,,FALSE
BGC0002164,1,peramine,0,,FALSE
BGC0002165,10,betaenone C;probetaenone I;stemphyloxin II;compound 4;compound 6;compound 7;compound 9;compound 3;dehydroprobetaenone I;compound 5,0,,FALSE
BGC0002166,3,peramine;intermediate 1;intermediate 2,0,,FALSE
BGC0002167,8,"actinopolymorphol C;morpholine containing hemiacetal piperazine compound;piperazine compound 2;piperazine compound 1;3-(p-hydroxyphenyl)-1,2-propanediol;N,N-dioxide containing derivate;O-sulfonated actinopolymorphol C;C-3 sulfonylated derivative",0,,FALSE
BGC0002168,6,decumbenone a;calbistrin A;calbistrin C;decumbenone B;decumbenone c;dioic acid moiety,0,,FALSE
BGC0002169,1,acurin A,0,,FALSE
BGC0002170,2,4-methyl-5-dimethyltetradecahexaene-β-ketolactone;4-methyl-5-methylheptatriene-β-ketolactone,0,,FALSE
BGC0002171,2,pyrophen;campyrone B,0,,FALSE
BGC0002172,3,fusatrixin;fusapentaxin;fusaoctaxin A,0,,FALSE
BGC0002173,3,"fumihopaside A;compound 3;21-β-H-hopane-3beta, 22-diol",0,,FALSE
BGC0002174,1,ε-Poly-L-lysine,0,,FALSE
BGC0002175,1,YWA1,0,,FALSE
BGC0002176,3,culmorin;(+)-juniperol(longiborneol);15-acetyldeoxynivalenol,0,,FALSE
BGC0002177,8,ustilaginoidin N;ustilaginoidin O;ustilaginoidin M;ustilaginoidin A;ustilaginoidin F;ustilaginoidin E;ustilaginoidin D;ustilaginoidin G,0,,FALSE
BGC0002178,2,gramillin A;gramillin B,0,,FALSE
BGC0002180,2,"(+)-asperlin;(2Z,4Z,6E)-octa-2,4,6-trienoic acid",0,,FALSE
BGC0002181,1,pleuromutilin,0,,FALSE
BGC0002185,1,gregatin A,0,,FALSE
BGC0002186,1,fusaristatin A,0,,FALSE
BGC0002187,7,monorden D;monocillin IV;monocillin VI;monocillin VII;pochonin M;monocillin V;monocillin II,0,,FALSE
BGC0002188,2,W493 B;W493 A,0,,FALSE
BGC0002190,9,sorbicillin;2'3'-dihydrosorbicillin;sorbicillinol;oxosorbicillinol;bisvertinolone (spelled bisvertinolon in paper);dihydrobisvertinolone;tetrahydrobisvertinolone;bisorbicillinol;2'3'-dihydrosorbicillinol,0,,FALSE
BGC0002191,2,prolipyrone B;gibepyrone D,0,,FALSE
BGC0002192,1,FR901512,0,,FALSE
BGC0002193,1,phenguignardic acid,0,,FALSE
BGC0002194,1,epipyrone A,0,,FALSE
BGC0002195,1,kojic acid,0,,FALSE
BGC0002196,1,clavatol,0,,FALSE
BGC0002197,1,terrestric acid,0,,FALSE
BGC0002198,2,nanangelenin B;terreazepine,0,,FALSE
BGC0002199,1,nanangelenin A,0,,FALSE
BGC0002203,3,beauveriolide B;beauveriolide C;beauveriolide D,0,,FALSE
BGC0002204,7,flavichalasine F;flavichalasine G;aspochalasin C;aspochalasin E;aspochalasin M;TMC-169;aspergillin PZ,0,,FALSE
BGC0002205,2,phomacin D;phomacin E,0,,FALSE
BGC0002206,6,harziphilone;t22azaphilone;isoharziphilone-1;isoharziphilone-2;compound 4;compound 1,0,,FALSE
BGC0002207,1,psilocybin,0,,FALSE
BGC0002208,1,oxepinamide F,0,,FALSE
BGC0002209,1,ustethylin A,0,,FALSE
BGC0002210,1,pyranoviolin A,0,,FALSE
BGC0002211,1,HEx-pks1 polyketide,0,,FALSE
BGC0002212,1,HEx-pks15 polyketide,0,,FALSE
BGC0002213,1,HEx-pks16 polyketide,0,,FALSE
BGC0002214,1,HEx-pks17 polyketide,0,,FALSE
BGC0002215,1,HEx-pks23 polyketide,0,,FALSE
BGC0002216,1,HEx-tc1 terpene,0,,FALSE
BGC0002217,1,HEx-tc3 terpene,0,,FALSE
BGC0002218,1,"(-)-Cyatha-3,12-diene",0,,FALSE
BGC0002219,1,(-)-(R)-nephthenol,0,,FALSE
BGC0002220,1,Ent-kauren-16alpha-ol,0,,FALSE
BGC0002221,1,ent-kauren-16alpha-ol,0,,FALSE
BGC0002222,1,zopfiellin,0,,FALSE
BGC0002223,1,scytalidin,0,,FALSE
BGC0002224,1,zopfiellin,0,,FALSE
BGC0002225,6,aculene A;aculene B;aculene C;asperaculane A;asperaculane B;aculene D,0,,FALSE
BGC0002226,2,acu-dioxomorpholine B;acu-dioxomorpholine A,0,,FALSE
BGC0002227,4,AKML B;AKML D;AKML A;AKML C,0,,FALSE
BGC0002228,4,CIML B;CIML A;CIML D;CIML C,0,,FALSE
BGC0002229,2,6-MSA;aculin A,0,,FALSE
BGC0002230,1,tolypyridone C,0,,FALSE
BGC0002232,1,ergotamine,0,,FALSE
BGC0002233,1,trichoxide,0,,FALSE
BGC0002234,1,flavoglaucin,0,,FALSE
BGC0002235,1,ACE1,0,,FALSE
BGC0002236,1,8-methyldiaporthin,0,,FALSE
BGC0002237,1,dichlorodiaporthin,0,,FALSE
BGC0002238,1,"2,4'-dihydroxy-3'-methoxypropiophenone",0,,FALSE
BGC0002239,3,GKK1032 A2;pyrrocidine A;pyrrocidine B,0,,FALSE
BGC0002240,2,BAB;BAA,0,,FALSE
BGC0002242,1,oxepinamide D,0,,FALSE
BGC0002244,6,"3'-methoxy-1,2-dehydropenicillide;pestalotiollide B;pestalotiollide C;1,2-dehydropenicillide;3-methoxy-1,2-dehydropenicillide;1,2-epoxy-3,4-didehydropenicillide",0,,FALSE
BGC0002245,4,terpestacin;preterpestacin 3;preterpestacin 2;preterpestacin 1,0,,FALSE
BGC0002246,1,naematolin,0,,FALSE
BGC0002248,1,flavunoidine,0,,FALSE
BGC0002249,1,phaeospelide A,0,,FALSE
BGC0002250,6,triticone D;triticone E;triticone A;triticone B;triticone F;triticone C,0,,FALSE
BGC0002253,5,waikikiamide A;waikikiamide B;waikikiamide C;(+)-semivioxanthin;semivioxanthin,0,,FALSE
BGC0002254,6,notoamide F;(+)-semivioxanthin;waikikiamide B;waikikiamide C;notoamide A;waikikiamide A,0,,FALSE
BGC0002255,1,lijiquinone,0,,FALSE
BGC0002256,4,fusarochromanone;desacetylfusarochromene;fusarochromene;4-hydroxykynurenine,0,,FALSE
BGC0002257,1,rufoschweinitzin,0,,FALSE
BGC0002258,2,shimalactone A;shimalactone B,0,,FALSE
BGC0002259,2,beauveriolide I;beauveriolide III,0,,FALSE
